Date,Order #,Receipt ID,User,Department,Product,Promo Code,G/L Account,Student Name,Student #,Student Type,School,Grade,Homeroom,Payment Method,Status,ACH Status,Comment,Payment on Account,Batch ID,Batch Date,Confirmed,Txn Source,Sales Tag,Reference,Other,Other 1,Other 2,Other 3,Other 4,Other 5,Other 6,Other 7,Other 8,Other 9,Other 10
09/12/2024 09:51:00 AM,1GS3ELZU7JGJUX3,AXME66ZHVTY2SLW,"Bell, Andrew",Athletics,CYO Basketball 24-25 Students-3rd to 8th grade,,,"Bell, Morgan",1011,student,UCS-Elementary,4,"Ms. C, Rm. S52",School Store,Settled,,,50.00,555672138,09/13/2024 12:54:00 AM,,Website,,ZZ6031PV11SQ6V8,Date of Birth:2013-04-29,Grade Level:4,Parent/Guardian Name:Andrew Bell,Parent Phone Number:(183)-489-1900,Parent Email:andrew.bell@yahoo.com,Emergency Contact (If parent can't be reached):Carlos Craig,Emergency Contact Phone Number:(329)-905-9981,Shirt Size:Youth Large,Short Size:Youth Large,I have read the Athletic Agreement:Yes,I have read the Athletic Uniform and Equipment agreement:Yes
09/12/2024 09:52:22 AM,3MVCP1PQISJEBNF,F12Q958WBU6I6TA,"Green, Rebecca",Athletics,CYO Basketball 24-25 Students-3rd to 8th grade,,,"Green, Riley",1012,student,UCS-Middle School,7,"Mrs. A, Rm. S43",School Store,Settled,,,50.00,555672138,09/13/2024 12:54:00 AM,,Website,,ZZ6031PV11SQ6V8,Date of Birth:2010-01-12,Grade Level:7,Parent/Guardian Name:Rebecca Green,Parent Phone Number:(440)-222-3686,Parent Email:rebecca.green@gmail.com,Emergency Contact (If parent can't be reached):Alexandra Larson,Emergency Contact Phone Number:(931)-826-8674,Shirt Size:Adult Small,Short Size:Adult Small,I have read the Athletic Agreement:Yes,I have read the Athletic Uniform and Equipment agreement:Yes
09/12/2024 09:52:22 AM,3MVCP1PQISJEBNF,F12Q958WBU6I6TA,"Hammond, Lori",Athletics,CYO Basketball 24-25 Students-3rd to 8th grade,,,"Hammond, Marley",1013,student,UCS-Middle School,8,"Mr. L, Rm. S10",School Store,Settled,,,50.00,555672138,09/13/2024 12:54:00 AM,,Website,,ZZ6031PV11SQ6V8,Date of Birth:2012-01-16,Grade Level:8,Parent/Guardian Name:Lori Hammond,Parent Phone Number:(979)-568-9356,Parent Email:lori.hammond@yahoo.com,Emergency Contact (If parent can't be reached):John Schmidt,Emergency Contact Phone Number:(189)-322-5909,Shirt Size:Adult Medium,Short Size:Adult Medium,I have read the Athletic Agreement:Yes,I have read the Athletic Uniform and Equipment agreement:Yes
09/12/2024 09:52:22 AM,3MVCP1PQISJEBNF,F12Q958WBU6I6TA,"Davis, Benjamin",Athletics,CYO Basketball 24-25 Students-3rd to 8th grade,,,"Davis, Morgan",1014,student,UCS-Elementary,4,"Ms. C, Rm. S52",School Store,Settled,,,50.00,555672138,09/13/2024 12:54:00 AM,,Website,,ZZ6031PV11SQ6V8,Date of Birth:2010-09-27,Grade Level:4,Parent/Guardian Name:Benjamin Davis,Parent Phone Number:(849)-234-7801,Parent Email:benjamin.davis@hotmail.com,Emergency Contact (If parent can't be reached):Sherry Torres,Emergency Contact Phone Number:(849)-181-4022,Shirt Size:Youth Small,Short Size:Youth Small,I have read the Athletic Agreement:Yes,I have read the Athletic Uniform and Equipment agreement:Yes
09/12/2024 10:01:34 AM,VBUY2JEXPRBLFZ7,2EKLMEVM687QVB9,"Brock, William",Athletics,CYO Basketball 24-25 Students-3rd to 8th grade,,,"Brock, Sawyer",1015,student,UCS-Middle School,6,"Mr. G, Rm. S8",School Store,Settled,,,50.00,555672138,09/13/2024 12:54:00 AM,,Website,,ZZ6031PV11SQ6V8,Date of Birth:2012-12-16,Grade Level:6,Parent/Guardian Name:William Brock,Parent Phone Number:(166)-999-9676,Parent Email:william.brock@gmail.com,Emergency Contact (If parent can't be reached):Erin Graves,Emergency Contact Phone Number:(992)-826-8728,Shirt Size:Youth Medium,Short Size:Youth Medium,I have read the Athletic Agreement:Yes,I have read the Athletic Uniform and Equipment agreement:Yes
09/12/2024 10:11:03 AM,VP77K1I7BXUCIZ5,QREUWARC4M24D3A,"Reilly, Mike",Athletics,CYO Basketball 24-25 Students-3rd to 8th grade,,,"Reilly, Logan",1016,student,UCS-Middle School,7,"Mrs. H, Rm. S35",School Store,Settled,,,50.00,555672138,09/13/2024 12:54:00 AM,,Website,,ZZ6031PV11SQ6V8,Date of Birth:2015-12-21,Grade Level:7,Parent/Guardian Name:Mike Reilly,Parent Phone Number:(666)-934-2322,Parent Email:mike.reilly@gmail.com,Emergency Contact (If parent can't be reached):Denise Odom,Emergency Contact Phone Number:(564)-784-9244,Shirt Size:Adult Small,Short Size:Adult Small,I have read the Athletic Agreement:Yes,I have read the Athletic Uniform and Equipment agreement:No
09/12/2024 10:13:34 AM,4D5F17JYIDJ8SZ7,F5YRS5AOGQDSNUB,"Garcia, Nathan",Athletics,CYO Basketball 24-25 Students-3rd to 8th grade,,,"Garcia, Finley",1017,student,UCS-Elementary,5,"Mrs. I, Rm. S55",School Store,Settled,,,50.00,555672138,09/13/2024 12:54:00 AM,,Website,,ZZ6031PV11SQ6V8,Date of Birth:2012-12-01,Grade Level:5,Parent/Guardian Name:Nathan Garcia,Parent Phone Number:(811)-410-7201,Parent Email:nathan.garcia@hotmail.com,Emergency Contact (If parent can't be reached):Nicholas Coleman,Emergency Contact Phone Number:(613)-420-3883,Shirt Size:Youth Large,Short Size:Youth Large,I have read the Athletic Agreement:Yes,I have read the Athletic Uniform and Equipment agreement:Yes
09/17/2024 01:21:15 PM,T8O5TI1ZFD7QV6I,4VPME1YSVZK3ZHL,"Parker, James",Athletics,CYO Basketball 24-25 Students-3rd to 8th grade,,,"Parker, Jordan",1018,student,UCS-Elementary,5,"Mrs. I, Rm. S55",School Store,Settled,settled,,50.00,8036659,09/25/2024 08:00:00 AM,,Website,,ZZ6031PV11SQ6V8,Date of Birth:2013-05-09,Grade Level:5,Parent/Guardian Name:James Parker,Parent Phone Number:(721)-129-2941,Parent Email:james.parker@gmail.com,Emergency Contact (If parent can't be reached):Jessica Silva,Emergency Contact Phone Number:(591)-867-6599,Shirt Size:Youth Medium,Short Size:Youth Medium,I have read the Athletic Agreement:Yes,I have read the Athletic Uniform and Equipment agreement:Yes
09/17/2024 01:22:14 PM,LSJCP4PNV0JNQIU,171X9S4GU0IFLKP,"Moore, Randall",Athletics,CYO Basketball 24-25 Students-3rd to 8th grade,,,"Moore, Alex",1019,student,UCS-Elementary,3,"Ms. W, Rm. S57",School Store,Settled,,,50.00,557494704,09/18/2024 01:17:00 AM,,Website,,ZZ6031PV11SQ6V8,Date of Birth:2010-10-27,Grade Level:3,Parent/Guardian Name:Randall Moore,Parent Phone Number:(928)-282-1318,Parent Email:randall.moore@gmail.com,Emergency Contact (If parent can't be reached):Edwin Tran,Emergency Contact Phone Number:(576)-421-2325,Shirt Size:Youth Small,Short Size:Youth Small,I have read the Athletic Agreement:Yes,I have read the Athletic Uniform and Equipment agreement:Yes
09/17/2024 01:23:52 PM,7YX6BQA6W3M9VMG,Y3SFFY9Z3CEZYAO,"Shaw, Calvin",Athletics,CYO Basketball 24-25 Students-3rd to 8th grade,,,"Shaw, Sawyer",1020,student,UCS-Elementary,5,"Ms. Y, Rm. S53",School Store,Settled,,,50.00,557494704,09/18/2024 01:17:00 AM,,Website,,ZZ6031PV11SQ6V8,Date of Birth:2013-10-18,Grade Level:5,Parent/Guardian Name:Calvin Shaw,Parent Phone Number:(206)-542-1869,Parent Email:calvin.shaw@yahoo.com,Emergency Contact (If parent can't be reached):Deanna Sanchez,Emergency Contact Phone Number:(489)-289-1686,Shirt Size:Youth Large,Short Size:Youth Large,I have read the Athletic Agreement:Yes,I have read the Athletic Uniform and Equipment agreement:Yes
09/18/2024 08:50:39 AM,E1KEJ9OORGINZRG,M0UQYNCHK07FO2A,"Carey, Craig",Athletics,CYO Basketball 24-25 Students-3rd to 8th grade,,,"Carey, Rowan",1021,student,UCS-Elementary,3,"Ms. C, Rm. S50",School Store,Settled,,,50.00,557950814,09/19/2024 01:18:00 AM,,Website,,ZZ6031PV11SQ6V8,Date of Birth:2013-09-11,Grade Level:3,Parent/Guardian Name:Craig Carey,Parent Phone Number:(398)-522-5931,Parent Email:craig.carey@hotmail.com,Emergency Contact (If parent can't be reached):Jennifer Jackson,Emergency Contact Phone Number:(810)-375-2153,Shirt Size:Youth Small,Short Size:Youth Small,I have read the Athletic Agreement:Yes,I have read the Athletic Uniform and Equipment agreement:Yes
09/18/2024 08:50:39 AM,E1KEJ9OORGINZRG,M0UQYNCHK07FO2A,"Murphy, Stephanie",Athletics,CYO Basketball 24-25 Students-3rd to 8th grade,,,"Murphy, Emerson",1022,student,UCS-Elementary,5,"Ms. Y, Rm. S53",School Store,Settled,,,50.00,557950814,09/19/2024 01:18:00 AM,,Website,,ZZ6031PV11SQ6V8,Date of Birth:2012-07-26,Grade Level:5,Parent/Guardian Name:Stephanie Murphy,Parent Phone Number:(405)-858-3826,Parent Email:stephanie.murphy@gmail.com,Emergency Contact (If parent can't be reached):Cynthia Bennett,Emergency Contact Phone Number:(491)-958-4424,Shirt Size:Youth Medium,Short Size:Youth Medium,I have read the Athletic Agreement:Yes,I have read the Athletic Uniform and Equipment agreement:Yes
09/18/2024 08:52:47 AM,B3QS7HKK8X9XWQO,HFJVLUYVYK3K9FY,"Jackson, James",Athletics,CYO Basketball 24-25 Students-3rd to 8th grade,,,"Jackson, Peyton",1023,student,UCS-Elementary,5,"Mrs. N, Rm. S54",School Store,Settled,,,50.00,557950814,09/19/2024 01:18:00 AM,,Website,,ZZ6031PV11SQ6V8,Date of Birth:2014-10-14,Grade Level:5,Parent/Guardian Name:James Jackson,Parent Phone Number:(634)-184-4316,Parent Email:james.jackson@yahoo.com,Emergency Contact (If parent can't be reached):Mason Berry,Emergency Contact Phone Number:(551)-171-9326,Shirt Size:Adult Medium,Short Size:Adult Small,I have read the Athletic Agreement:Yes,I have read the Athletic Uniform and Equipment agreement:Yes
09/26/2024 08:34:52 AM,34KB57Y4O4KEK66,7P6RZU0J2VLVXBY,"Edwards, Jacob",Athletics,CYO Basketball 24-25 Students-3rd to 8th grade,,,"Edwards, Jordan",1024,student,UCS-Elementary,5,"Ms. Y, Rm. S53",School Store,Settled,,,50.00,560879680,09/27/2024 01:20:00 AM,,Website,,ZZ6031PV11SQ6V8,Date of Birth:2014-04-26,Grade Level:5,Parent/Guardian Name:Jacob Edwards,Parent Phone Number:(805)-576-4222,Parent Email:jacob.edwards@gmail.com,Emergency Contact (If parent can't be reached):Dana Calderon,Emergency Contact Phone Number:(832)-278-4728,Shirt Size:Youth Large,Short Size:Youth Large,I have read the Athletic Agreement:Yes,I have read the Athletic Uniform and Equipment agreement:Yes
09/26/2024 08:37:08 AM,8W71R8V33ICCAM8,8USI0S7VB6AJFOW,"Clark, Deanna",Athletics,CYO Basketball 24-25 Students-3rd to 8th grade,,,"Clark, Taylor",1025,student,UCS-Middle School,6,"Mrs. R, Rm. S12",School Store,Settled,,,50.00,560879680,09/27/2024 01:20:00 AM,,Website,,ZZ6031PV11SQ6V8,Date of Birth:2015-04-19,Grade Level:6,Parent/Guardian Name:Deanna Clark,Parent Phone Number:(183)-984-5830,Parent Email:deanna.clark@yahoo.com,Emergency Contact (If parent can't be reached):Candace Sanders,Emergency Contact Phone Number:(946)-256-3187,Shirt Size:Youth XLarge,Short Size:Youth XL,I have read the Athletic Agreement:Yes,I have read the Athletic Uniform and Equipment agreement:Yes
09/26/2024 08:38:25 AM,CQDGHCPWQOGHBBY,4BEID5XLMTSJ982,"Carr, Meredith",Athletics,CYO Basketball 24-25 Students-3rd to 8th grade,,,"Carr, Casey",1026,student,UCS-Middle School,6,"Mrs. Z, Rm. S17",School Store,Settled,,,50.00,560879680,09/27/2024 01:20:00 AM,,Website,,ZZ6031PV11SQ6V8,Date of Birth:2012-12-06,Grade Level:6,Parent/Guardian Name:Meredith Carr,Parent Phone Number:(310)-659-8171,Parent Email:meredith.carr@hotmail.com,Emergency Contact (If parent can't be reached):Joseph Rodriguez,Emergency Contact Phone Number:(356)-976-5417,Shirt Size:Youth Large,Short Size:Youth Large,I have read the Athletic Agreement:Yes,I have read the Athletic Uniform and Equipment agreement:Yes
09/26/2024 08:39:26 AM,TKGQ22YPVVONWWV,2BCPZICX1X34QS8,"Harrison, Joseph",Athletics,CYO Basketball 24-25 Students-3rd to 8th grade,,,"Harrison, Tatum",1027,student,UCS-Middle School,7,"Mrs. A, Rm. S42",School Store,Settled,,,50.00,560879680,09/27/2024 01:20:00 AM,,Website,,ZZ6031PV11SQ6V8,Date of Birth:2010-03-05,Grade Level:7,Parent/Guardian Name:Joseph Harrison,Parent Phone Number:(822)-185-8868,Parent Email:joseph.harrison@hotmail.com,Emergency Contact (If parent can't be reached):Pam Miller,Emergency Contact Phone Number:(449)-890-5077,Shirt Size:Youth XLarge,Short Size:Youth XL,I have read the Athletic Agreement:Yes,I have read the Athletic Uniform and Equipment agreement:Yes
09/26/2024 08:39:41 AM,6H5XH8GZT0RMLYE,ETHEHP45VC15V16,"Johnson, Andre",Athletics,CYO Basketball 24-25 Students-3rd to 8th grade,,,"Johnson, Jordan",1028,student,UCS-Middle School,7,"Mrs. Z, Rm. S20",School Store,Settled,,,50.00,560951534,09/27/2024 01:20:00 AM,,MSB Anywhere,,ZZ6031PV11SQ6V8,Date of Birth:2014-07-28,Grade Level:7,Parent/Guardian Name:Andre Johnson,Parent Phone Number:(953)-817-1574,Parent Email:andre.johnson@gmail.com,Emergency Contact (If parent can't be reached):Annette Bright,Emergency Contact Phone Number:(139)-677-1850,Shirt Size:Adult Medium,Short Size:Adult Small,I have read the Athletic Agreement:Yes,I have read the Athletic Uniform and Equipment agreement:Yes
09/26/2024 08:40:27 AM,J2IX9VVYPNF4540,0GZOOGNWWOZAATO,"Simmons, Brandy",Athletics,CYO Basketball 24-25 Students-3rd to 8th grade,,,"Simmons, Peyton",1029,student,UCS-Elementary,3,"Ms. W, Rm. S57",School Store,Settled,,,50.00,560879680,09/27/2024 01:20:00 AM,,Website,,ZZ6031PV11SQ6V8,Date of Birth:2010-12-26,Grade Level:3,Parent/Guardian Name:Brandy Simmons,Parent Phone Number:(114)-469-8537,Parent Email:brandy.simmons@yahoo.com,Emergency Contact (If parent can't be reached):Kyle Anderson,Emergency Contact Phone Number:(789)-234-5278,Shirt Size:Youth Medium,Short Size:Youth Medium,I have read the Athletic Agreement:Yes,I have read the Athletic Uniform and Equipment agreement:Yes
10/02/2024 11:13:46 AM,348ZLBQ8IY4GK2J,ENY65955I9IE7E0,"Allen, Brandy",Athletics,CYO Basketball 24-25 Students-3rd to 8th grade,,,"Allen, Riley",1030,student,UCS-Elementary,5,"Mrs. N, Rm. S54",School Store,Settled,,,50.00,562983530,10/03/2024 01:24:00 AM,,Website,,ZZ6031PV11SQ6V8,Date of Birth:2012-04-11,Grade Level:5,Parent/Guardian Name:Brandy Allen,Parent Phone Number:(173)-731-8139,Parent Email:brandy.allen@gmail.com,Emergency Contact (If parent can't be reached):Daniel Anderson,Emergency Contact Phone Number:(825)-215-1310,Shirt Size:Youth Medium,Short Size:Youth Medium,I have read the Athletic Agreement:Yes,I have read the Athletic Uniform and Equipment agreement:Yes
10/02/2024 11:13:46 AM,348ZLBQ8IY4GK2J,ENY65955I9IE7E0,"Jones, Kathleen",Athletics,CYO Basketball 24-25 Students-3rd to 8th grade,,,"Jones, Drew",1031,student,UCS-Middle School,6,"Mr. H, Rm. S24",School Store,Settled,,,50.00,562983530,10/03/2024 01:24:00 AM,,Website,,ZZ6031PV11SQ6V8,Date of Birth:2013-06-13,Grade Level:6,Parent/Guardian Name:Kathleen Jones,Parent Phone Number:(529)-964-8696,Parent Email:kathleen.jones@hotmail.com,Emergency Contact (If parent can't be reached):Kristen Hart,Emergency Contact Phone Number:(351)-424-2227,Shirt Size:Youth XLarge,Short Size:Youth Large,I have read the Athletic Agreement:Yes,I have read the Athletic Uniform and Equipment agreement:Yes
10/02/2024 11:13:53 AM,IOOT5V1TT87S61O,HZCV2DC7CU3VV9Z,"Nguyen, Kyle",Athletics,CYO Basketball 24-25 Students-3rd to 8th grade,,,"Nguyen, Skyler",1032,student,UCS-Elementary,4,"Ms. L, Rm. S56",School Store,Settled,,,50.00,562983530,10/03/2024 01:24:00 AM,,Website,,ZZ6031PV11SQ6V8,Date of Birth:2011-02-15,Grade Level:4,Parent/Guardian Name:Kyle Nguyen,Parent Phone Number:(175)-901-7542,Parent Email:kyle.nguyen@hotmail.com,Emergency Contact (If parent can't be reached):Jason Hamilton,Emergency Contact Phone Number:(762)-203-9490,Shirt Size:Youth Medium,Short Size:Youth Medium,I have read the Athletic Agreement:Yes,I have read the Athletic Uniform and Equipment agreement:Yes
10/02/2024 11:14:00 AM,8PG4FUNMUKZ0HVW,1URR4FGNVA7FEVS,"Evans, Robin",Athletics,CYO Basketball 24-25 Students-3rd to 8th grade,,,"Evans, Reese",1033,student,UCS-Middle School,7,"Mrs. R, Rm. S13",School Store,Settled,,,50.00,562983530,10/03/2024 01:24:00 AM,,Website,,ZZ6031PV11SQ6V8,Date of Birth:2015-05-08,Grade Level:7,Parent/Guardian Name:Robin Evans,Parent Phone Number:(384)-909-7116,Parent Email:robin.evans@hotmail.com,Emergency Contact (If parent can't be reached):Cory Williams,Emergency Contact Phone Number:(477)-279-1158,Shirt Size:Adult Medium,Short Size:Adult Medium,I have read the Athletic Agreement:Yes,I have read the Athletic Uniform and Equipment agreement:Yes
10/09/2024 08:07:37 AM,LWY59NHQQQGAOZN,L2N6DO91L5PDEOY,"Griffin, John",Athletics,CYO Basketball 24-25 Students-3rd to 8th grade,,,"Griffin, Alex",1034,student,UCS-Middle School,6,"Mrs. R, Rm. S11",School Store,Settled,,,50.00,565598761,10/10/2024 12:51:00 AM,,Website,,ZZ6031PV11SQ6V8,Date of Birth:2015-05-02,Grade Level:6,Parent/Guardian Name:John Griffin,Parent Phone Number:(672)-406-5717,Parent Email:john.griffin@hotmail.com,Emergency Contact (If parent can't be reached):Christopher Patton,Emergency Contact Phone Number:(889)-896-2088,Shirt Size:Youth XLarge,Short Size:Youth XL,I have read the Athletic Agreement:Yes,I have read the Athletic Uniform and Equipment agreement:Yes
10/09/2024 08:07:58 AM,PYI1XJDGNA1WYR3,RANXL4MRNLKQAP4,"Powers, Adam",Athletics,CYO Basketball 24-25 Students-3rd to 8th grade,,,"Powers, Peyton",1035,student,UCS-Elementary,4,"Ms. L, Rm. S56",School Store,Settled,,,50.00,565598761,10/10/2024 12:51:00 AM,,Website,,ZZ6031PV11SQ6V8,Date of Birth:2014-02-02,Grade Level:4,Parent/Guardian Name:Adam Powers,Parent Phone Number:(302)-389-2337,Parent Email:adam.powers@hotmail.com,Emergency Contact (If parent can't be reached):Diana Ramirez,Emergency Contact Phone Number:(113)-945-5483,Shirt Size:Youth Small,Short Size:Youth Small,I have read the Athletic Agreement:Yes,I have read the Athletic Uniform and Equipment agreement:Yes
10/09/2024 08:09:15 AM,TEPKTBAPU9GECLV,UVVTOR334M9Q47Z,"Lewis, Juan",Athletics,CYO Basketball 24-25 Students-3rd to 8th grade,,,"Lewis, Peyton",1036,student,UCS-Middle School,7,"Mr. G, Rm. S4",School Store,Settled,,,50.00,565598761,10/10/2024 12:51:00 AM,,Website,,ZZ6031PV11SQ6V8,Date of Birth:2014-12-30,Grade Level:7,Parent/Guardian Name:Juan Lewis,Parent Phone Number:(352)-556-3430,Parent Email:juan.lewis@hotmail.com,Emergency Contact (If parent can't be reached):Amber Sims,Emergency Contact Phone Number:(755)-253-1890,Shirt Size:Adult Medium,Short Size:Adult Medium,I have read the Athletic Agreement:Yes,I have read the Athletic Uniform and Equipment agreement:Yes
